date,topic0_press,topic1_press,topic2_press
2006-01-31,0.3087823567291101,0.5696189800898234,0.11497324289133151
2006-02-28,0.40794636469541323,0.39516881811949944,0.19273013564654523
2006-03-31,0.2883518588290933,0.6240809982752099,0.08058155374601483
2006-04-30,0.29153253053399647,0.6408356912434101,0.062027744356204166
2006-05-31,0.21685655075399315,0.6123229690334376,0.1654480047085706
2006-06-30,0.3718499933325109,0.46963022152582806,0.15353545032086827
2006-07-31,0.1631977152345436,0.8124289682933262,0.019346197534884726
2006-08-31,0.26452999568677377,0.6286441103688308,0.09920862969011068
2006-09-30,0.1949623223832425,0.6229156439795214,0.17569192729013808
2006-10-31,0.12978493585251272,0.722819060087204,0.14140616729855537
2006-11-30,0.2236268681220033,0.5124254443428733,0.2604662344198335
2006-12-31,0.4726993416901678,0.4284321853891015,0.09400612046010792
2007-01-31,0.3941118339584632,0.48871360448273743,0.11252885193310001
2007-02-28,0.38250784313475544,0.5861171633005142,0.026150055398995228
2007-03-31,0.21364401409832331,0.6990250313224701,0.08083992967238793
2007-04-30,0.44182505644857883,0.5504000993290296,0.0038497368805110455
2007-05-31,0.42923875854295845,0.4813007491038126,0.08343370209502823
2007-06-30,0.30753760230304167,0.6111960885199633,0.07680793940512971
2007-07-31,0.43349118530750275,0.5170307127492768,0.04393433007810797
2007-08-31,0.16585400108247994,0.7064504134654999,0.12240421511232853
2007-09-30,0.35643609951397304,0.4409226377641684,0.19833293468936494
2007-10-31,0.33234349032863975,0.5727341102125744,0.09153628046624362
2007-11-30,0.24358987572657712,0.6549478304736754,0.09447030471090008
2007-12-31,0.24513613701085835,0.30247934326967774,0.4501338808194679
2008-01-31,0.07800149989568374,0.6024572680365633,0.31672176346182823
2008-02-29,0.13500245888200071,0.5781851265993383,0.28245366882118916
2008-03-31,0.22731884758405643,0.4242739024218814,0.344937474788006
2008-04-30,0.10875313100405037,0.5787354693748057,0.30728124431334436
2008-05-31,0.25109703172929587,0.46136449873447416,0.2840441831853241
2008-06-30,0.20488678923963258,0.5325270604807884,0.25939692157165456
2008-07-31,0.26576672000810503,0.41697368216700853,0.3131327238865197
2008-08-31,0.15635012977180027,0.44171834107311,0.3967990515132745
2008-09-30,0.3451145814731717,0.4181592464912683,0.23321186692919582
2008-10-31,0.3465146439938018,0.44758044437576944,0.2028702799624835
2008-11-30,0.23049855133628144,0.48584380258313,0.27883427710655856
2008-12-31,0.25807702309656433,0.4938479298952876,0.24435119560306393
2009-01-31,0.23235653462604836,0.4637311374625334,0.300714388776284
2009-02-28,0.1753482430897377,0.5758550249867969,0.24450391192954998
2009-03-31,0.2441636334794263,0.5609608018874295,0.19013638160605398
2009-04-30,0.16071740811800256,0.6644155171918956,0.17070062096942873
2009-05-31,0.20054961293935775,0.6351125924227138,0.159234635780255
2009-06-30,0.3097418522229418,0.49575993944890795,0.18854875473771243
2009-07-31,0.22065895565730684,0.6235016695059398,0.14945067010600777
2009-08-31,0.2297684037725308,0.5386752811193999,0.22650470178840415
2009-09-30,0.08575420378168162,0.7255333910058988,0.18034558360906025
2009-10-31,0.15970530929365034,0.6850402908849305,0.15044943455221324
2009-11-30,0.21086291221782882,0.6312628839402756,0.15097554026052673
2009-12-31,0.2177626246045674,0.6174555098818194,0.15990357737868063
2010-01-31,0.15818239916116,0.7208221067984899,0.11569473529234528
2010-02-28,0.20564368854587275,0.6740449128051599,0.11549490305284658
2010-03-31,0.13987772598241766,0.7455615390092134,0.10820766389369965
2010-04-30,0.22957727006606518,0.6829074411502769,0.08123802075222615
2010-05-31,0.18316460940509272,0.7784297602872053,0.0335040827974295
2010-06-30,0.16125392739195377,0.7279139725890543,0.1063262925516548
2010-07-31,0.18305171595149955,0.7249308596690034,0.0860153142102929
2010-08-31,0.2236823724921454,0.7379507643424652,0.03144869242202152
2010-09-30,0.17005611279358465,0.72181192971766,0.1012328252196312
2010-10-31,0.31324430936100806,0.5746057340028611,0.10712020996619355
2010-11-30,0.2523615946993232,0.5785984148271381,0.16363981510512532
2010-12-31,0.3790468106418848,0.5315029715001583,0.08731965336948633
2011-01-31,0.3358006947673857,0.5466402899473906,0.11329805136968692
2011-02-28,0.3426027581419634,0.5229418132373173,0.12968689235656158
2011-03-31,0.41309223054642125,0.45825793321377467,0.1246860572802169
2011-04-30,0.384994585881941,0.5179727517534047,0.09306615591049194
2011-05-31,0.15811486110429873,0.7349237877536904,0.10107357833873142
2011-06-30,0.4351173858675692,0.4760413975627334,0.08362371546940671
2011-07-31,0.3453818109507362,0.565081657997022,0.08319049219911297
2011-08-31,0.33542566566029564,0.5469286111183465,0.11145354952896014
2011-09-30,0.1888208894059062,0.6209957309067249,0.1846758556862672
2011-10-31,0.2697956071351655,0.7127591101452708,0.012873210478574038
2011-11-30,0.2920726153322242,0.5238711166788231,0.1789173778485168
2011-12-31,0.31048213235206074,0.5696796543068356,0.11485389175100459
2012-01-31,0.1946141649968922,0.5306408999022096,0.271337786631193
2012-02-29,0.324239602481777,0.6645443608815019,0.007197614081881263
2012-03-31,0.4088292506833871,0.3844184989020938,0.20176957370269866
2012-04-30,0.404315195667247,0.5238707317482858,0.06664529877404372
2012-05-31,0.24543533637188375,0.6056873005193969,0.14175192130884776
2012-06-30,0.46039608535780147,0.4149315829219466,0.12006528104062784
2012-07-31,0.22380798277171218,0.666681242723237,0.1035327468176975
2012-08-31,0.35773444204824045,0.5366455315379426,0.09993721713544801
2012-09-30,0.22045903022472674,0.5602827470463055,0.21128820455991304
2012-10-31,0.22789404913783073,0.6195187535794342,0.147341477794244
2012-11-30,0.4224705392056528,0.4946381447508055,0.07676418580333977
2012-12-31,0.29879110945122583,0.5584730910403388,0.13764793339318462
2013-01-31,0.3165112878861172,0.5023603492549488,0.1754546963742801
2013-02-28,0.29130693050101397,0.6979972247034312,0.003950698301196098
2013-03-31,0.32966329314206777,0.41851932947572906,0.24691050617318405
2013-04-30,0.45569589361548424,0.5016447445377707,0.03684121690457687
2013-05-31,0.22305071676293245,0.5875317580424823,0.1839228497388271
2013-06-30,0.3095721385907382,0.5571020981296897,0.1295268686953932
2013-07-31,0.4057220092508942,0.44911429211497306,0.14014442036859692
2013-08-31,0.2189339672525724,0.723681065440178,0.049745026230812076
2013-09-30,0.3118719277903438,0.5162232328206301,0.16730112476895254
2013-10-31,0.4239015789978482,0.46132479552869443,0.10986602758229883
2013-11-30,0.41309335592257623,0.5043843907906729,0.07705012977342396
2013-12-31,0.5380472928551691,0.37945067951721806,0.07777406985738448
2014-01-31,0.3467473281351359,0.48256718181073666,0.16353374685307867
2014-02-28,0.4799834362929687,0.4167175851762295,0.09890822734450921
2014-03-31,0.32737048739498414,0.43371972869391795,0.23449788297767993
2014-04-30,0.2359679891831345,0.6728120017796755,0.08382695132038659
2014-05-31,0.22592278513247552,0.6067094608493473,0.16203035612631103
2014-06-30,0.4021809676455127,0.3579751705681836,0.23675605044182804
2014-07-31,0.34080674313008785,0.5092593683373361,0.1458516509405204
2014-08-31,0.34996568217563134,0.5886200798364977,0.05464684823527932
2014-09-30,0.35450411192141473,0.5384471386671066,0.10115667693316936
2014-10-31,0.442330227419734,0.3396109138429165,0.2144830260798335
2014-11-30,0.4006742791702541,0.35636778046878487,0.24030346466371647
2014-12-31,0.3852158819668387,0.5093156392440984,0.09945131710877544
2015-01-31,0.46029480513451354,0.4295302097286497,0.10637907557455557
2015-02-28,0.3595815491862595,0.5165402655704663,0.11799485085961911
2015-03-31,0.4823622996918857,0.37905241013504565,0.1337561997352168
2015-04-30,0.4037384742870927,0.5099321623643239,0.08106840687493483
2015-05-31,0.3884846914093941,0.47305945567786695,0.1359512261580676
2015-06-30,0.3211227732033215,0.5995371403511275,0.07227268014949831
2015-07-31,0.46658693965524434,0.45891951739788056,0.06962259329855441
2015-08-31,0.22215035068802536,0.6034984023620685,0.1705336548232784
2015-09-30,0.22580159729760554,0.6611572595106231,0.10616934878958596
2015-10-31,0.280995768853105,0.6257780904953296,0.08727205079048872
2015-11-30,0.40950103868575144,0.5260828803293407,0.060849497094750404
2015-12-31,0.39098356146365404,0.4654831433296204,0.13867573760449886
2016-01-31,0.3073251225675146,0.529018172994256,0.159736146684736
2016-02-29,0.49318733252584934,0.3628218334966472,0.14127785027293221
2016-03-31,0.37316376759725456,0.49127646228846383,0.12924152338767753
2016-04-30,0.44778851685779436,0.4609179942469512,0.08605110771687967
2016-05-31,0.43802254284835523,0.4571729372772906,0.09864953693209423
2016-06-30,0.3821656455596288,0.5441384020571908,0.06612762909693022
2016-07-31,0.44191497914931355,0.4397824814214426,0.11196411461295451
2016-08-31,0.36910509619684445,0.5402948836840334,0.08440531187114261
2016-09-30,0.421098145571622,0.44609011777422647,0.1255836793306199
2016-10-31,0.4696565538733488,0.45689640442530316,0.06942295846307561
2016-11-30,0.3229467697175486,0.5722623648388045,0.10247951094061136
2016-12-31,0.5785966090126229,0.2903804813644716,0.12818277926583374
2017-01-31,0.3790166395214888,0.5865192447717373,0.028159546164365914
2017-02-28,0.2897750019561499,0.5762573862448335,0.12719119670800866
2017-03-31,0.3644842994644454,0.5219123477214261,0.1087686127345813
2017-04-30,0.29276083045018214,0.693181861191988,0.005730048442880313
2017-05-31,0.2997533097242316,0.5343771390616894,0.16158104725182057
2017-06-30,0.4353060567130645,0.4270527195185423,0.13297744118608534
2017-07-31,0.49720304397245246,0.3929714930554231,0.1055184413989385
2017-08-31,0.40320480582304297,0.47906324956566093,0.11310475366190076
2017-09-30,0.40187534562459115,0.5016329253190442,0.08803324244524303
2017-10-31,0.2828433548565954,0.6193010104820132,0.09079482778906822
2017-11-30,0.3066708107843347,0.5374709933834232,0.15074108954033125
2017-12-31,0.47283564632137615,0.40753052569925785,0.11518061401632924
2018-01-31,0.22424456323294537,0.6192360500926557,0.15186460907368557
2018-02-28,0.27406993828481063,0.6110265338793397,0.10958700091578066
2018-03-31,0.37743328015009564,0.5145435176168879,0.10246899525324503
2018-04-30,0.38694447800517084,0.5876128037770589,0.017352891713380815
2018-05-31,0.3221333991839654,0.5261368894328674,0.14746913293169606
2018-06-30,0.44165277015417814,0.4788065032151185,0.07422847349784877
2018-07-31,0.4009914642665535,0.5477215782739222,0.045568609959445894
2018-08-31,0.4111213821710812,0.4636525897205704,0.12017519684094521
2018-09-30,0.3476937529876044,0.5177389148034548,0.1285759112062423
2018-10-31,0.3745397029237615,0.5777328457269404,0.04332213781567083
2018-11-30,0.5060227135520267,0.3540925884862309,0.1365337569428527
2018-12-31,0.4808803456170218,0.41289681054296945,0.10159121431587707
2019-01-31,0.33569919743708204,0.44334845927854377,0.2159401789928476
2019-02-28,0.4684195325244218,0.4329042994068004,0.09373962978133932
2019-03-31,0.5195496411913115,0.35749041884327715,0.11971297098890595
2019-04-30,0.5450339124227563,0.424138901134332,0.026888666612406572
2019-05-31,0.4112518357790329,0.4517158672044223,0.1336616646413776
2019-06-30,0.5066962737057891,0.37997855631900684,0.10911560777042593
2019-07-31,0.6159094746535023,0.3091816321015358,0.06994212977588177
2019-08-31,0.25594253758234636,0.6069880681378501,0.13291445467621088
2019-09-30,0.17787544801831245,0.7157714565594991,0.09888340742327273
2019-10-31,0.5317877176776529,0.364078528881073,0.10040379330515861
2019-11-30,0.4924691470626455,0.426215084699484,0.07839377955175363
2019-12-31,0.5331021513169011,0.35574028445851236,0.10678921675398237
2020-01-31,0.20582646899856627,0.4740571069220702,0.3150827365461737
2020-02-29,0.30885788643111783,0.5866861753165722,0.09932863991707563
2020-03-31,0.6536504535211457,0.18886405151958266,0.15405185349906483
2020-04-30,0.7223549925921751,0.20598545447657152,0.06812082503789238
2020-05-31,0.5920587034197524,0.3217089232057333,0.08289267681539059
2020-06-30,0.6145031735624956,0.2615640223755137,0.11824511809517509
2020-07-31,0.4782562383761009,0.3814370098213355,0.1368531392266353
2020-08-31,0.5779249203701814,0.38794590247174104,0.030402812547981738
2020-09-30,0.5901615619659424,0.27393921150972966,0.13158056154651077
2020-10-31,0.5199480913113803,0.44576227916404604,0.028316058125346898
2020-11-30,0.5219752025954864,0.37057717013008457,0.10344776127706556
2020-12-31,0.42018814672432514,0.3779971587431172,0.19935976037674624
2021-01-31,0.253608419559896,0.5246351234614849,0.21833069706335664
2021-02-28,0.38020900696177373,0.5312859416854653,0.0818207689814947
2021-03-31,0.4891207114327699,0.4172665499150753,0.08796839509159327
2021-04-30,0.3795803788428505,0.5283731439461311,0.08439244353212416
2021-05-31,0.46672287749658736,0.4733676186629704,0.054500862889524014
2021-06-30,0.41918424693377393,0.458738148016365,0.11908103496228394
2021-07-31,0.4831648675295023,0.3878322596160265,0.12164523939673717
2021-08-31,0.38104582857340574,0.6061648577451706,0.004857831556970875
2021-09-30,0.2912856261911137,0.5419446570532662,0.15974731211151397
2021-10-31,0.48556663864292204,0.4689655415713787,0.041465980311234794
2021-11-30,0.4915083406626114,0.3205511910574777,0.1846875791837062
2021-12-31,0.2996126632516583,0.5864947949846585,0.10994939226657152
2022-01-31,0.28334601601171827,0.49846563048453796,0.2138486066315737
2022-02-28,0.2729815343833145,0.6100363209843636,0.11065045733223944
2022-03-31,0.31918809153139593,0.5905542155106862,0.08174984554449717
2022-04-30,0.3434577281586826,0.632409043610096,0.016393225640058517
2022-05-31,0.2506958488865118,0.49799780547618866,0.24554929803860814
2022-06-30,0.2881430764993032,0.6032423143585522,0.1028666208187739
2022-07-31,0.3075496159227831,0.5514972215252263,0.13425136337588942
2022-08-31,0.6731489838566631,0.3082256615161896,0.015695111826062202
2022-09-30,0.5317498772906569,0.3729556340437669,0.08793070869377026
2022-10-31,0.39615660896524785,0.5815610714256764,0.01733639920130372
2022-11-30,0.30846216665072873,0.5843252123079516,0.10007855372334068
2022-12-31,0.44202919732779267,0.468402037769556,0.08328946207960447
2023-01-31,0.48261652815227324,0.4010330931498454,0.1141400931832882
2023-02-28,0.4127184464596212,0.3343399894268562,0.248945706213514
2023-03-31,0.4026243637448975,0.4021443808451295,0.19055322238377162
2023-04-30,0.4325770605355501,0.49817161448299885,0.06451359810307622
2023-05-31,0.10733493603765965,0.7081359134366115,0.17677965946495533
2023-06-30,0.48027585322658223,0.427761187725183,0.08652474989907609
2023-07-31,0.44659310625866055,0.4294892242178321,0.11939555872231722
2023-08-31,0.5456277231375376,0.41376386272410554,0.03580297025231024
2023-09-30,0.18417758755385877,0.5145154943689704,0.2943508610129356
2023-10-31,0.515169637134442,0.4424165321084169,0.03559918121363108
2023-11-30,0.35958644226193426,0.5126079548150301,0.12143865507096052
